ko_id,name,label
K13238,"Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]",ko
K07680,"two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]",ko
K02507,"protein transport protein HofQ",ko
K00858,"NAD+ kinase [EC:2.7.1.23]",ko
K23312,"CST complex subunit STN1",ko
K04936,"potassium large conductance calcium-activated channel subfamily M alpha member 1",ko
K08236,"limonoid glucosyltransferase [EC:2.4.1.210]",ko
K21147,"sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]",ko
K22733,"magnesium transporter",ko
K20582,"N-acetylglucosaminyltransferase [EC:2.4.1.-]",ko
K23885,"CDGSH iron-sulfur domain-containing protein 1",ko
K03952,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8",ko
K22893,"serine/threonine kinase PknH [EC:2.7.11.1]",ko
K03446,"MFS transporter, DHA2 family, multidrug resistance protein",ko
K07667,"two-component system, OmpR family, KDP operon response regulator KdpE",ko
K01685,"altronate hydrolase [EC:4.2.1.7]",ko
K09942,"uncharacterized protein",ko
K13888,"membrane fusion protein, macrolide-specific efflux system",ko
K01907,"acetoacetyl-CoA synthetase [EC:6.2.1.16]",ko
K01952,"phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]",ko
K02140,"F-type H+-transporting ATPase subunit g",ko
K04780,"nonribosomal peptide synthetase DhbF",ko
K03208,"colanic acid biosynthesis glycosyl transferase WcaI",ko
K10992,"Swi5-dependent recombination DNA repair protein 1",ko
K02450,"general secretion pathway protein A",ko
K04042,"bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]",ko
K19860,"guanine nucleotide-binding protein alpha-1 subunit",ko
K19118,"CRISPR-associated protein Csd2",ko
K01709,"CDP-glucose 4,6-dehydratase [EC:4.2.1.45]",ko
K16762,"centrosomal protein CEP57",ko
K02416,"flagellar motor switch protein FliM",ko
K03311,"branched-chain amino acid:cation transporter, LIVCS family",ko
K20233,"phyllopod",ko
K03280,"UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]",ko
K01338,"ATP-dependent Lon protease [EC:3.4.21.53]",ko
K16530,"A-kinase anchor protein 14",ko
K05709,"3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]",ko
K15208,"snRNA-activating protein complex subunit 1",ko
K02730,"20S proteasome subunit alpha 1 [EC:3.4.25.1]",ko
K20309,"trafficking protein particle complex subunit 12",ko
K13811,"3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]",ko
K14814,"ribosome biogenesis protein ALB1",ko
K15080,"single-strand annealing weakened protein 1",ko
K23060,"arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]",ko
K05633,"NEDD4-like E3 ubiquitin-protein ligase WWP1 [EC:2.3.2.26]",ko
K10445,"kelch-like protein 7",ko
K05424,"leptin",ko
K23331,"DDB1- and CUL4-associated factor 17",ko
K07142,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]",ko
K11943,"PAH dioxygenase large subunit [EC:1.13.11.-]",ko
K13576,"solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 3",ko
K21760,"bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA [EC:1.14.11.-]",ko
K10803,"DNA-repair protein XRCC1",ko
K24134,"zinc finger-containing ubiquitin peptidase 1 [EC:3.4.19.12]",ko
K08537,"farnesoid X receptor",ko
K12448,"UDP-arabinose 4-epimerase [EC:5.1.3.5]",ko
K09676,"galactose-3-O-sulfotransferase 3 [EC:2.8.2.-]",ko
K17195,"D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]",ko
K03680,"translation initiation factor eIF-2B subunit delta",ko
K15111,"solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26",ko
K08217,"MFS transporter, DHA3 family, macrolide efflux protein",ko
K20948,"polysaccharide biosynthesis protein VpsJ",ko
K11364,"SAGA-associated factor 29",ko
K21392,"adipocyte enhancer-binding protein 1",ko
K05717,"fibronectin 1",ko
K23254,"P-type Ag+ transporter [EC:7.2.2.15]",ko
K07330,"archaeal flagellar protein FlaG",ko
K02889,"large subunit ribosomal protein L21e",ko
K20535,"mitogen-activated protein kinase 1/2 [EC:2.7.11.24]",ko
K16873,"5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]",ko
K21774,"protein lin-37",ko
K15354,"secreted effector protein SseI",ko
K17652,"5'-hydroxyaverantin dehydrogenase [EC:1.1.1.352]",ko
K19522,"membrane transport protein XK",ko
K15207,"transcription factor C subunit 8",ko
K17824,"DCN1-like protein 4/5",ko
K16565,"exopolysaccharide production repressor protein",ko
K06894,"alpha-2-macroglobulin",ko
K22352,"beta-lactamase class D OXA-29 [EC:3.5.2.6]",ko
K03164,"DNA topoisomerase II [EC:5.6.2.2]",ko
K14305,"nuclear pore complex protein Nup43",ko
K01693,"imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]",ko
K14253,"6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]",ko
K24288,"MMP 1-O-methyltransferase [EC:2.1.1.365]",ko
K07710,"two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]",ko
K05554,"aromatase [EC:4.2.1.-]",ko
K10174,"T-box brain protein 1",ko
K23402,"protein chibby 1",ko
K13737,"septin 1",ko
K11881,"proteasome chaperone 3",ko
K14848,"ribosome assembly protein RRB1",ko
K21951,"homeobox protein Hox-A11",ko
K09760,"DNA recombination protein RmuC",ko
K19414,"lysine-specific demethylase PHF2 [EC:1.14.11.-]",ko
K13112,"thyroid hormone receptor-associated protein 3",ko
K05593,"aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]",ko
K08655,"dipeptidyl-peptidase 8 [EC:3.4.14.5]",ko
K19997,"GlcNAc-P-P-Und epimerase [EC:5.1.3.26]",ko
K18797,"beta-lactamase class A PER [EC:3.5.2.6]",ko
K02928,"large subunit ribosomal protein L41e",ko
K10045,"chorionic gonadotropin, beta polypeptide",ko
K19593,"outer membrane protein, multidrug efflux system",ko
K23388,"ubiquitin-like protein 4",ko
K13464,"jasmonate ZIM domain-containing protein",ko
K11417,"NAD+-dependent protein deacetylase sirtuin 7 [EC:2.3.1.286]",ko
K24269,"5-deoxyribulose 1-phosphate aldolase [EC:4.1.2.62]",ko
K05235,"neurotensin",ko
K05209,"glutamate receptor ionotropic, NMDA 2A",ko
K24430,"ADAMTS-like protein 2",ko
K12850,"pre-mRNA-splicing factor 38B",ko
K19352,"coiled-coil and C2 domain-containing protein 2A",ko
K22206,"XRE family transcriptional regulator, thiamine biosynthesis regulator",ko
K15323,"tRNA-splicing endonuclease subunit Sen34 [EC:4.6.1.16]",ko
K15791,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 [EC:1.2.4.2]",ko
K15020,"acryloyl-coenzyme A reductase [EC:1.3.1.84]",ko
K13241,"nitric-oxide synthase, inducible [EC:1.14.13.39]",ko
K20480,"HTH-type transcriptional regulator, quorum sensing regulator NprR",ko
K03916,"bradykinin receptor B2",ko
K13625,"ferritin light chain",ko
K01820,"L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]",ko
K21971,"methyltransferase NSUN6 [EC:2.1.1.-]",ko
K04147,"dopamine receptor D4",ko
K13914,"statherin",ko
K04612,"calcium-sensing receptor",ko
K15509,"sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]",ko
K19790,"protein phosphatase 1N [EC:3.1.3.16]",ko
K19166,"mRNA interferase HigB [EC:3.1.-.-]",ko
K05898,"3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]",ko
K16390,"cytochrome P450 monooxygenase",ko
K21297,"flavin reductase (NADH) [EC:1.5.1.36]",ko
K17165,"microRNA 23a",ko
K08513,"vesicle-associated membrane protein 4",ko
K02291,"15-cis-phytoene synthase [EC:2.5.1.32]",ko
K11210,"metallothiol transferase [EC:2.5.1.-]",ko
K06644,"stratifin",ko
K07074,"uncharacterized protein",ko
K02345,"DNA polymerase III subunit theta [EC:2.7.7.7]",ko
K13179,"ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]",ko
K13125,"nitric oxide synthase-interacting protein",ko
K03483,"mannitol operon transcriptional antiterminator",ko
K22095,"(13S,14R)-1,13-dihydroxy-N-methylcandine 13-O-acetyltransferase [EC:2.3.1.285]",ko
K00123,"formate dehydrogenase major subunit [EC:1.17.1.9]",ko
K24550,"breast carcinoma-amplified sequence 3",ko
K23911,"retinol-binding protein 3",ko
K22470,"eukaryotic sulfide quinone oxidoreductase [EC:1.8.5.8]",ko
K18947,"ATP-dependent helicase",ko
K09389,"transcription factor E2F2",ko
K19235,"L,D-transpeptidase YbiS",ko
K17094,"annexin A6",ko
K01922,"phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]",ko
K01227,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]",ko
K21718,"oryzalexin E synthase [EC:1.14.14.122]",ko
K23523,"ginsenoside F1 6-O-glucosyltransferase [EC:2.4.1.366]",ko
K23294,"phosphofurin acidic cluster sorting protein 2",ko
K04126,"isopenicillin-N synthase [EC:1.21.3.1]",ko
K04439,"beta-arrestin",ko
K03538,"ribonuclease P protein subunit POP4 [EC:3.1.26.5]",ko
K01260,"aminopeptidase B [EC:3.4.11.6]",ko
K13060,"acyl homoserine lactone synthase [EC:2.3.1.184]",ko
K21913,"kelch repeat and BTB domain-containing protein 13",ko
K06465,"B-lymphocyte antigen CD19",ko
K19117,"CRISPR-associated protein Csd1",ko
K24025,"signal-transducing adaptor protein 1",ko
K17250,"GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]",ko
K01732,"pectin lyase [EC:4.2.2.10]",ko
K18624,"macrophage erythroblast attacher",ko
K02427,"23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]",ko
K18647,"acidic leucine-rich nuclear phosphoprotein 32 family member B",ko
K19082,"two-component system, OmpR family, response regulator protein BraR/BceR",ko
K15634,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",ko
K09836,"beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]",ko
K08009,"cytochrome b-245, alpha polypeptide",ko
K17771,"mitochondrial import receptor subunit TOM7",ko
K10352,"myosin heavy chain 9/10/11/14",ko
K03571,"rod shape-determining protein MreD",ko
K10627,"E3 ubiquitin-protein ligase RAD18 [EC:2.3.2.27]",ko
K21912,"kelch repeat and BTB domain-containing protein 12",ko
K20451,"methylitaconate Delta-isomerase [EC:5.3.3.6]",ko
K01733,"threonine synthase [EC:4.2.3.1]",ko
K15646,"coronamic acid synthetase CmaA, adenylation and thiolation didomain protein [EC:6.2.1.46]",ko
K22755,"E3 UFM1-protein ligase 1 [EC:2.3.2.-]",ko
K11184,"catabolite repression HPr-like protein",ko
K05880,"transcriptional activator for dhaKLM operon",ko
K15822,"camelliol C synthase [EC:5.4.99.38]",ko
K04642,"halorhodopsin",ko
K00475,"naringenin 3-dioxygenase [EC:1.14.11.9]",ko
K23317,"metal regulatory transcription factor 1",ko
K01463,"N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]",ko
K04035,"magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]",ko
K19005,"lipoteichoic acid synthase [EC:2.7.8.20]",ko
K19760,"dynein assembly factor with WDR repeat domains 1",ko
K11153,"retinol dehydrogenase 12 [EC:1.1.1.300]",ko
K23493,"geissoschizine synthase [EC:1.3.1.36]",ko
K22261,"protein sepa-1",ko
K13681,"xyloglucan fucosyltransferase [EC:2.4.1.-]",ko
K09778,"Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]",ko
K14183,"(+)-delta-cadinene synthase [EC:4.2.3.13]",ko
K05146,"tumor necrosis factor receptor superfamily member 9",ko
K17795,"mitochondrial import inner membrane translocase subunit TIM17",ko
K10750,"chromatin assembly factor 1 subunit A",ko
K04868,"voltage-dependent calcium channel gamma-3",ko
K20318,"protein SYS1",ko
K23613,"serine protease inhibitor Kazal-type 14",ko
K17237,"inositol-phosphate transport system substrate-binding protein",ko
K20721,"reticulon-1",ko
K07622,"gap junction beta-3 protein",ko
K12057,"conjugal transfer pilus assembly protein TraF",ko
K14351,"arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]",ko
K19498,"anoctamin-3",ko
K02672,"type IV pilus assembly protein PilW",ko
K23292,"endoplasmic reticulum junction formation protein lunapark",ko
K14498,"serine/threonine-protein kinase SRK2 [EC:2.7.11.1]",ko
K22844,"glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356]",ko
K09470,"gamma-glutamylputrescine synthase [EC:6.3.1.11]",ko
K09248,"proline utilization trans-activator",ko
K08052,"neurofibromin 1",ko
K17212,"bisdemethoxycurcumin synthase [EC:2.3.1.211]",ko
K19131,"CRISPR-associated protein Csb1",ko
K18161,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4",ko
K09358,"mating-type protein A1",ko
K11366,"ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]",ko
K07201,"forkhead box protein O1",ko
K24533,"Cuevavirus envelope glycoprotein 2",ko
K16910,"receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]",ko
K13345,"peroxin-12",ko
K16253,"DNA-directed RNA polymerase IV and V subunit 7",ko
K06448,"T-cell surface glycoprotein CD1",ko
K23643,"protein LSM12",ko
K16117,"pristinamycin I synthase 2",ko
K02101,"arabinose operon protein AraL",ko
K00472,"prolyl 4-hydroxylase [EC:1.14.11.2]",ko
K03605,"hydrogenase maturation protease [EC:3.4.23.-]",ko
K07384,"(-)-alpha/(-)-beta-pinene synthase [EC:4.2.3.119 4.2.3.120]",ko
K05650,"ATP-binding cassette, subfamily A (ABC1), member 8",ko
K20629,"active breakpoint cluster region-related protein",ko
K19031,"cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]",ko
K13531,"methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]",ko
K14728,"phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase [EC:1.2.-.-]",ko
K08843,"leucine-rich repeat kinase 1 [EC:2.7.11.1]",ko
K11510,"centromere protein R",ko
K04677,"mothers against decapentaplegic homolog 6",ko
K24154,"Ufm1-specific protease 1",ko
K05527,"BolA family transcriptional regulator, general stress-responsive regulator",ko
K04621,"G protein-coupled receptor family C group 5 member D",ko
K15503,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B",ko
K12917,"cytochrome P450 monooxygenase 1",ko
K15403,"fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]",ko
K24093,"peptidoglycan recognition protein LD",ko
K13027,"tyrosine N-monooxygenase [EC:1.14.14.36]",ko
K18878,"BHLH transcription factor Upa20",ko
K17753,"isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]",ko
K05151,"tumor necrosis factor receptor superfamily member 13C",ko
K21154,"exopolysaccharide glucosyl ketal-pyruvate-transferase [EC:2.5.1.98]",ko
K12975,"KDO II ethanolaminephosphotransferase [EC:2.7.8.42]",ko
K11078,"mannopine transport system permease protein",ko
K19641,"two-component system, NtrC family, response regulator HupR/HoxA",ko
K11936,"poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]",ko
K00426,"cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]",ko
K05906,"prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]",ko
K18814,"putative inorganic carbon (hco3(-)) transporter",ko
K02642,"cytochrome b6-f complex subunit 6",ko
K03684,"ribonuclease D [EC:3.1.13.5]",ko
K07855,"Ras-related and estrogen-regulated growth inhibitor",ko
K22803,"structural maintenance of chromosomes protein 5",ko
K17715,"sorting and assembly machinery component 35",ko
K07263,"zinc protease [EC:3.4.24.-]",ko
K24532,"cytochrome P450 family 1 subfamily A [EC:1.14.-.-]",ko
K04773,"protease IV [EC:3.4.21.-]",ko
K08417,"G protein-coupled receptor 75",ko
K17155,"microRNA 527",ko
K12589,"exosome complex component RRP42",ko
K00581,"tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]",ko
K13872,"solute carrier family 7 (L-type amino acid transporter), member 6",ko
K10841,"DNA excision repair protein ERCC-6",ko
K03689,"cytochrome b6-f complex subunit 8",ko
K02685,"DNA primase large subunit",ko
K22629,"interleukin 27 subunit alpha",ko
K02659,"twitching motility protein PilI",ko
K11107,"ferredoxin",ko
K22273,"HCV serine protease NS3 [EC:3.4.21.98]",ko
K03911,"antithrombin III",ko
K09531,"DnaJ homolog subfamily C member 11",ko
K16360,"netrin-G3 ligand",ko
K12001,"tripartite motif-containing protein 8 [EC:2.3.2.27]",ko
K12133,"MYB-related transcription factor LHY",ko
K17963,"peroxisome proliferator-activated receptor gamma coactivator-related protein 1",ko
K09234,"Wilms tumor protein 1",ko
K16353,"protein sidekick",ko
K05571,"multicomponent Na+:H+ antiporter subunit G",ko
K18069,"phthalate 4,5-dioxygenase reductase component [EC:1.18.1.-]",ko
K05172,"interleukin 1 receptor-like 2",ko
K02995,"small subunit ribosomal protein S8e",ko
K21127,"protein S100-A8",ko
K16413,"stigmatellin polyketide synthase StiJ",ko
K09497,"T-complex protein 1 subunit epsilon",ko
K06438,"similar to stage IV sporulation protein",ko
K20892,"beta-arabinofuranosyltransferase [EC:2.4.2.-]",ko
K18963,"Baculovirus DNA polymerase [EC:2.7.7.7]",ko
K15448,"multifunctional methyltransferase subunit TRM112",ko
K04912,"potassium channel subfamily K member 1",ko
K14601,"1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase",ko
K19417,"HTH-type transcriptional regulator, biofilm formation regulator",ko
K19726,"serine/homoserine O-acetyltransferase [EC:2.3.1.30 2.3.1.31]",ko
K23175,"ribonuclease U2 [EC:4.6.1.20]",ko
K03383,"cyanuric acid amidohydrolase [EC:3.5.2.15]",ko
K19473,"homeobox protein SIX3/6",ko
K04665,"anti-mullerian hormone",ko
K16125,"syringomycin synthetase protein SyrE",ko
K21987,"DNA-directed RNA polymerase II subunit GRINL1A",ko
K06720,"L-ectoine synthase [EC:4.2.1.108]",ko
K21593,"melamine deaminase [EC:3.5.4.45]",ko
K13651,"motility quorum-sensing regulator / GCU-specific mRNA interferase toxin",ko
K16616,"actin-related protein 8, plant",ko
K05222,"transient receptor potential cation channel subfamily V member 1",ko
K07050,"misacylated tRNA(Ala) deacylase [EC:3.1.1.-]",ko
K18410,"ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1",ko
K03421,"methyl-coenzyme M reductase subunit C",ko
K06642,"DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]",ko
K12240,"pyochelin synthetase",ko
K02031,"peptide/nickel transport system ATP-binding protein",ko
K13629,"D-serine transporter",ko
K22850,"CFA/I fimbrial subunit A",ko
K03983,"alpha-2-antiplasmin",ko
K24226,"cilia- and flagella-associated protein 65",ko
K01829,"protein disulfide-isomerase [EC:5.3.4.1]",ko
K22605,"3alpha-hydroxycholanate dehydrogenase (NADP+) [EC:1.1.1.392]",ko
K08983,"putative membrane protein",ko
K04094,"methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]",ko
K21077,"Beet yellows virus replicase polyprotein 1ab [EC:2.1.1.- 2.7.7.48 3.4.22.- 3.6.4.13]",ko
K02577,"heparan sulfate N-deacetylase/N-sulfotransferase NDST2 [EC:3.1.1.- 2.8.2.-]",ko
K18808,"toll-like receptor 13",ko
K04022,"alcohol dehydrogenase",ko
K16028,"O-methyltransferase",ko
K20404,"DEP domain-containing protein 5",ko
K14734,"protein S100-G",ko
K02459,"general secretion pathway protein J",ko
K16627,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",ko
K11846,"ubiquitin carboxyl-terminal hydrolase 18/41 [EC:3.4.19.12]",ko
K02759,"cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]",ko
K13968,"cysteine proteinase",ko
K09977,"uncharacterized protein",ko
K16392,"candicidin polyketide synthase FscA",ko
K02253,"competence protein ComX",ko
K00170,"pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]",ko
K11370,"ADA HAT complex component 1",ko
K01296,"carboxypeptidase M [EC:3.4.17.12]",ko
K15688,"E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]",ko
K09466,"zinc finger protein ADR1",ko
K14480,"apolipoprotein L",ko
K11003,"hemolysin D",ko
K02517,"Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]",ko
K03091,"RNA polymerase sporulation-specific sigma factor",ko
K08101,"phytochromobilin:ferredoxin oxidoreductase [EC:1.3.7.4]",ko
K24335,"protein disulfide-isomerase [EC:5.3.4.1]",ko
K03104,"signal recognition particle subunit SRP14",ko
K23568,"ER membrane protein complex subunit 7",ko
K11470,"polycomb group RING finger protein 6",ko
K13768,"gastrin",ko
K18391,"dimethylallyldiphosphate transferase [EC:2.5.1.-]",ko
